type,orientation,entity,area,role_parent_1,role_owner,item_parent_2,item_parent_2_id,item_parent_1,item_parent_1_id,item_name,item_id,item_granularity,time_hours_par,description,instructions,addundum_extras,confidence,count_name,frequency,quality
Internal,Employee,HLK Tech Lab,Tech,CTO,AI Engineer,MADEIRA Platform,env_tech_prj_3,MADEIRA DevOps and CI/CD delivery,gtm_ws_madeira_devops,MADEIRA delivery — Madeira Module,gtm_cl_f0cd4525cd4646,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA DevOps and CI/CD delivery.,,Original Trello item_parent_1 path: 'DevOps - CICD - Code Structure / madeira.py'.,2,1,high,3
Internal,Employee,HLK Tech Lab,Tech,CTO,AI Engineer,MADEIRA Platform,env_tech_prj_3,MADEIRA product planning and PO timeline,gtm_ws_madeira_planning,MADEIRA product delivery — Product Release,gtm_cl_f23d23dfda8a02,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA product planning and PO timeline.,,Original Trello item_parent_1 path: 'PMO - Product Owner - Product Timeline / Product Release'.,2,1,high,3
Internal,Employee,Think Big,MKT,CMO,CMO,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Brand presence and messaging,gtm_ws_brand_presence,Brand presence and messaging — Paid media and positioning: Mensajes definidos y ediciones hechas en el calendario,gtm_cl_f3265c7b665852,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Brand presence and messaging.,,Original Trello item_parent_1 path: 'Paid media y posicionamiento / Mensajes definidos y ediciones hechas en el calendario'.,2,1,high,3
Internal,Employee,Think Big,MKT,CMO,CMO,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Brand presence and messaging,gtm_ws_brand_presence,Brand presence and messaging — Brand messaging: Unificar los mensajes bajo una unión común de intel y administración de…,gtm_cl_f5b16f89f8a884,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Brand presence and messaging.,,Original Trello item_parent_1 path: 'Marca y mensajes / Unificar los mensajes bajo una unión común de intel y administración de holistika'.,2,1,high,3
Internal,Employee,Think Big,MKT,CMO,CMO,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Brand presence and messaging,gtm_ws_brand_presence,Brand presence and messaging — Web and LinkedIn channels: Calendario editorial,gtm_cl_f8c52621706eb9,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Brand presence and messaging.,,Original Trello item_parent_1 path: 'Canales como web y linkedin / Calendario editorial'.,2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Service catalog and capability definition,gtm_ws_service_catalog,Service catalog and capability definition — Market demand: Proceso de monitorización de mercado para mantener la intel…,gtm_cl_f8d245a7b6d763,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Service catalog and capability definition.,,Original Trello item_parent_1 path: 'Conocer demanda de mercado / Proceso de monitorización de mercado para mantener la intel actualizada (rpa ia)'.,2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Formular relacionales y transaccionales,gtm_cl_ff27eaf1eed5ee,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Go-to-market and entity readiness.,,Original Trello item_parent_1 path: 'Control financiero / Formular relacionales y transaccionales'.,2,1,high,3
Internal,Employee,HLK Tech Lab,Tech,CTO,AI Engineer,MADEIRA Platform,env_tech_prj_3,MADEIRA UX capability definitions,gtm_ws_madeira_ux,MADEIRA UX — Persona,gtm_cl_ffc7e886b6a4f3,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA UX capability definitions.,,Original Trello item_parent_1 path: 'Product Owner - UX - Capabilities & Persona / Persona'.,2,1,high,3
Internal,Employee,Holistika,Research,Holistik Researcher,Holistik Researcher,Research material pipeline execution,gtm_proc_research_pipeline,Research material pipeline execution — Research material sources: Pipeline,gtm_cl_c1dadaf241d4c5,Build Research Process,gtm_research_dtp_1,task,,GTM operating item under Research material pipeline execution — Research material sources: Pipeline. Scope: Build Research Process.,,Original Trello path: item_parent_2='Research Material'; item_parent_1='Research Material / Pipeline'.,2,1,medium,3
Internal,Employee,Holistika,Research,Holistik Researcher,Holistik Researcher,Research material pipeline execution,gtm_proc_research_pipeline,Research material pipeline execution — Research material sources: Pipeline,gtm_cl_c1dadaf241d4c5,Gather Research Channels,gtm_research_dtp_2,task,,GTM operating item under Research material pipeline execution — Research material sources: Pipeline. Scope: Gather Research Channels.,,Original Trello path: item_parent_2='Research Material'; item_parent_1='Research Material / Pipeline'.,2,1,medium,3
Internal,Employee,Holistika,Research,Holistik Researcher,Holistik Researcher,Research material pipeline execution,gtm_proc_research_pipeline,Research material pipeline execution — Research material sources: Pipeline,gtm_cl_c1dadaf241d4c5,Integrate Research Material into MADEIRA,gtm_research_dtp_3,task,,GTM operating item under Research material pipeline execution — Research material sources: Pipeline. Scope: Integrate Research Material into MADEIRA.,,Original Trello path: item_parent_2='Research Material'; item_parent_1='Research Material / Pipeline'.,2,1,medium,3
Internal,Employee,Holistika,Research,Holistik Researcher,Holistik Researcher,Research material pipeline execution,gtm_proc_research_pipeline,Research material pipeline execution — Research material sources: Pipeline,gtm_cl_c1dadaf241d4c5,Scrape Reseach Channels,gtm_research_dtp_4,task,,GTM operating item under Research material pipeline execution — Research material sources: Pipeline. Scope: Scrape Reseach Channels.,,Original Trello path: item_parent_2='Research Material'; item_parent_1='Research Material / Pipeline'.,2,1,medium,3
Internal,Employee,Holistika,Research,Holistik Researcher,Holistik Researcher,Research material pipeline execution,gtm_proc_research_pipeline,Research material pipeline execution — Research material sources: Pipeline,gtm_cl_c1dadaf241d4c5,Build Data Governance for Research,gtm_research_dtp_5,task,,GTM operating item under Research material pipeline execution — Research material sources: Pipeline. Scope: Build Data Governance for Research.,,Original Trello path: item_parent_2='Research Material'; item_parent_1='Research Material / Pipeline'.,2,1,medium,3
Internal,Employee,Holistika,Research,Holistik Researcher,Holistik Researcher,Research material pipeline execution,gtm_proc_research_pipeline,Research material pipeline execution — Research material sources: Pipeline,gtm_cl_c1dadaf241d4c5,Build UI for visualization or interaction with KMS and MADEIRA,gtm_research_dtp_6,task,,GTM operating item under Research material pipeline execution — Research material sources: Pipeline. Scope: Build UI for visualization or interaction with KMS and MADEIRA.,,Original Trello path: item_parent_2='Research Material'; item_parent_1='Research Material / Pipeline'.,2,1,medium,3
Internal,Employee,Holistika,Research,Holistik Researcher,Holistik Researcher,Research material and learning pipelines,gtm_ws_research_material,Research material — curated learning playlists,gtm_cl_7981fe46f14496,Office Automation,gtm_research_dtp_7,process,,"[Youtube Office Automation Playlist](https://www.youtube.com/playlist?list=PL0yE7txQizqQenePpgnfmko4VCT5ViC8o&jct=9NxSr9pMqp_V1-lQmK-6JA ""‌"")",,Original Trello path: item_parent_2=''; item_parent_1='Research Material'.,2,1,medium,3
Internal,Employee,Holistika,Research,Holistik Researcher,Holistik Researcher,Research material and learning pipelines,gtm_ws_research_material,Research material — curated learning playlists,gtm_cl_7981fe46f14496,Research material — People,gtm_research_dtp_8,process,,"Original registry symbol: People
[Youtube People Playlist](https://www.youtube.com/playlist?list=PL0yE7txQizqRlfQi6Thk1cqKJm1F6zUFp&jct=QdWuG1DUMz6bKiRzHZ3vmA ""‌"")",,Original Trello path: item_parent_2=''; item_parent_1='Research Material'.,2,1,medium,3
Internal,Employee,Holistika,Research,Holistik Researcher,Holistik Researcher,Research material and learning pipelines,gtm_ws_research_material,Research material — curated learning playlists,gtm_cl_7981fe46f14496,Security & Intelligence,gtm_research_dtp_9,process,,"[Youtube Securiity & Intelligence Playlist](https://www.youtube.com/playlist?list=PL0yE7txQizqRNxDF3Sq5wm8osboUi5qtr&jct=MQ4xqM1EepF7mdYme1UM1g ""‌"")",,Original Trello path: item_parent_2=''; item_parent_1='Research Material'.,2,1,medium,3
Internal,Employee,Holistika,Research,Holistik Researcher,Holistik Researcher,Research material and learning pipelines,gtm_ws_research_material,Research material — curated learning playlists,gtm_cl_7981fe46f14496,Design,gtm_research_dtp_10,process,,"[Youtube Design Playlist](https://www.youtube.com/playlist?list=PL0yE7txQizqT-G0KgwMYhgvVkiqa7dTEt&jct=qZEZazKXkxnDXFh35z0f1g ""‌"")",,Original Trello path: item_parent_2=''; item_parent_1='Research Material'.,2,1,medium,3
Internal,Employee,Holistika,Research,Holistik Researcher,Holistik Researcher,Research material and learning pipelines,gtm_ws_research_material,Research material — curated learning playlists,gtm_cl_7981fe46f14496,System Design,gtm_research_dtp_11,process,,"[YouTube System Design Playlist](https://www.youtube.com/playlist?list=PL0yE7txQizqTdvVMaUpMPnTiLn13Q4d3p&jct=ofJWM98v-O94sEk7X1kWBA ""‌"")",,Original Trello path: item_parent_2=''; item_parent_1='Research Material'.,2,1,medium,3
Internal,Employee,Holistika,Research,Holistik Researcher,Holistik Researcher,Research material and learning pipelines,gtm_ws_research_material,Research material — curated learning playlists,gtm_cl_7981fe46f14496,Content & Channel Strategy,gtm_research_dtp_12,process,,"[Youtube Content & Channel Strategy Playlist](https://www.youtube.com/playlist?list=PL0yE7txQizqQYwrefpmDEkz2lBiY2HoAg&jct=yqefsVaoDwZigBuEfejGuQ ""‌"")",,Original Trello path: item_parent_2=''; item_parent_1='Research Material'.,2,1,medium,3
Internal,Employee,Holistika,Research,Holistik Researcher,Holistik Researcher,Research material and learning pipelines,gtm_ws_research_material,Research material — curated learning playlists,gtm_cl_7981fe46f14496,Macro Economists & Investments,gtm_research_dtp_13,process,,"[Youtube Macro Economists & Investments Playlist](https://www.youtube.com/playlist?list=PL0yE7txQizqTLIcxk9x3-CwkZu3fQY6GA&jct=dKEiXGlc1GOSN1VqLUmAqw ""‌"")",,Original Trello path: item_parent_2=''; item_parent_1='Research Material'.,2,1,medium,3
Internal,Employee,Holistika,Research,Holistik Researcher,Holistik Researcher,Research material and learning pipelines,gtm_ws_research_material,Research material — curated learning playlists,gtm_cl_7981fe46f14496,AI,gtm_research_dtp_14,process,,"[Youtube AI Playlist](https://www.youtube.com/playlist?list=PL0yE7txQizqQKsQ1BHuzULRCWDuu97hk3&jct=u9Rjkm-BAQWLmXp63WKMPQ ""‌"")",,Original Trello path: item_parent_2=''; item_parent_1='Research Material'.,2,1,medium,3
Internal,Employee,Holistika,Research,Holistik Researcher,Holistik Researcher,Research material and learning pipelines,gtm_ws_research_material,Research material — curated learning playlists,gtm_cl_7981fe46f14496,Politics,gtm_research_dtp_15,process,,"[Youtube Politics Playlist](https://www.youtube.com/playlist?list=PL0yE7txQizqSr49_crlwcLPJtwMuN2SnC&jct=7kQC0uLAsNckGI89v5n8dw ""‌"")",,Original Trello path: item_parent_2=''; item_parent_1='Research Material'.,2,1,medium,3
Internal,Employee,Holistika,Research,Holistik Researcher,Holistik Researcher,Research material and learning pipelines,gtm_ws_research_material,Research material — curated learning playlists,gtm_cl_7981fe46f14496,Social,gtm_research_dtp_16,process,,"[Youtube Social Playlist](https://www.youtube.com/playlist?list=PL0yE7txQizqSr49_crlwcLPJtwMuN2SnC&jct=7kQC0uLAsNckGI89v5n8dw ""‌"")",,Original Trello path: item_parent_2=''; item_parent_1='Research Material'.,2,1,medium,3
Internal,Employee,Holistika,Research,Holistik Researcher,Holistik Researcher,Research material and learning pipelines,gtm_ws_research_material,Research material — curated learning playlists,gtm_cl_7981fe46f14496,Logic,gtm_research_dtp_17,process,,"[Youtube Logic Playlist](https://www.youtube.com/playlist?list=PL0yE7txQizqQYwrefpmDEkz2lBiY2HoAg&jct=yqefsVaoDwZigBuEfejGuQ ""‌"")",,Original Trello path: item_parent_2=''; item_parent_1='Research Material'.,2,1,medium,3
Internal,Employee,Holistika,Research,Holistik Researcher,Holistik Researcher,Research material and learning pipelines,gtm_ws_research_material,Research material — curated learning playlists,gtm_cl_7981fe46f14496,Legal,gtm_research_dtp_18,process,,"[Youtube Legal Playlist](https://www.youtube.com/playlist?list=PL0yE7txQizqQvt8o27B5oHnKw7DfQDOP- ""‌"")",,Original Trello path: item_parent_2=''; item_parent_1='Research Material'.,2,1,medium,3
Internal,Employee,Holistika,Research,Holistik Researcher,Holistik Researcher,Research material and learning pipelines,gtm_ws_research_material,Research material — curated learning playlists,gtm_cl_7981fe46f14496,UX - Customer Relationship,gtm_research_dtp_19,process,,UX - Customer Relationship. https://www.youtube.com/playlist?list=PL0yE7txQizqSqpmMsQ_CC5PfdlrTyRUvC&jct=gBvXE1Crcf-reXugpRnN8g,,Original Trello path: item_parent_2=''; item_parent_1='Research Material'.,2,1,medium,3
